2.5 0 0 5 3.41213
7.5 0 0 5 3.41213
12.5 0 0 5 3.41213
17.5 0 0 5 3.41213
22.5 0 0 5 3.41213
27.5 0 0 5 3.41213
32.5 0 0 5 3.41213
37.5 0 0 5 3.41213
42.5 0 0 5 3.41213
47.5 0 0 5 3.41213
52.5 0 0 5 3.41213
57.5 0 0 5 3.41213
62.5 0 0 5 3.41213
67.5 0 0 5 3.41213
72.5 0 0 5 3.41213
77.5 0 0 5 3.41213
82.5 0 0 5 3.41213
87.5 0 0 5 3.41213
92.5 0 0 5 3.41213
97.5 0 0 5 3.41213
105 0 0 10 3.41213
115 0 0 10 3.41213
125 0 0 10 3.41213
135 0 0 10 3.41213
145 0 0 10 3.41213
155 0 0 10 3.41213
165 0 0 10 3.41213
175 0 0 10 3.41213
185 0 0 10 3.41213
195 0 0 10 3.41213
225 0 0 50 3.41213
275 0 0 50 3.41213
325 0 0 50 3.41213
375 0 0 50 3.41213
425 0 0 50 3.41213
475 0 0 50 3.41213
550 0 0 100 3.41213
650 0 0 100 3.41213
750 0 0 100 3.41213
850 0 0 100 3.41213
950 0 0 100 3.41213
1250 0 0 500 3.41213
1750 0 0 500 3.41213
2250 0 0 500 3.41213
2750 0 0 500 3.41213
3250 0 0 500 3.41213
3750 0 0 500 3.41213
4250 0 0 500 3.41213
4750 0 0 500 3.41213
5250 0 0 500 3.41213
END 26.6844008 7.82044576
