2.5 0 0 5 1.25593e-05
7.5 0 0 5 1.25593e-05
12.5 0 0 5 1.25593e-05
17.5 0 0 5 1.25593e-05
22.5 0 0 5 1.25593e-05
27.5 0 0 5 1.25593e-05
32.5 0 0 5 1.25593e-05
37.5 0 0 5 1.25593e-05
42.5 0 0 5 1.25593e-05
47.5 0 0 5 1.25593e-05
52.5 0 0 5 1.25593e-05
57.5 0 0 5 1.25593e-05
62.5 0 0 5 1.25593e-05
67.5 0 0 5 1.25593e-05
72.5 0 0 5 1.25593e-05
77.5 0 0 5 1.25593e-05
82.5 1 1 5 1.25593e-05
87.5 0 0 5 1.25593e-05
92.5 0 0 5 1.25593e-05
97.5 0 0 5 1.25593e-05
105 0 0 10 1.25593e-05
115 0 0 10 1.25593e-05
125 0 0 10 1.25593e-05
135 0 0 10 1.25593e-05
145 0 0 10 1.25593e-05
155 0 0 10 1.25593e-05
165 0 0 10 1.25593e-05
175 0 0 10 1.25593e-05
185 0 0 10 1.25593e-05
195 0 0 10 1.25593e-05
225 0 0 50 1.25593e-05
275 0 0 50 1.25593e-05
325 0 0 50 1.25593e-05
375 0 0 50 1.25593e-05
425 0 0 50 1.25593e-05
475 0 0 50 1.25593e-05
550 0 0 100 1.25593e-05
650 0 0 100 1.25593e-05
750 0 0 100 1.25593e-05
850 0 0 100 1.25593e-05
950 0 0 100 1.25593e-05
1250 0 0 500 1.25593e-05
1750 0 0 500 1.25593e-05
2250 0 0 500 1.25593e-05
2750 0 0 500 1.25593e-05
3250 0 0 500 1.25593e-05
3750 0 0 500 1.25593e-05
4250 0 0 500 1.25593e-05
4750 0 0 500 1.25593e-05
5250 0 0 500 1.25593e-05
END 1.25593065e-05 1
