1.05 0 0 0.1 3.41213
1.15 0 0 0.1 3.41213
1.3 0 0 0.2 3.41213
1.5 0 0 0.2 3.41213
1.7 0 0 0.2 3.41213
1.9 0 0 0.2 3.41213
2.1 0 0 0.2 3.41213
2.3 0 0 0.2 3.41213
2.8 0 0 0.8 3.41213
3.6 0 0 0.8 3.41213
4.4 0 0 0.8 3.41213
5.2 0 0 0.8 3.41213
6 0 0 0.8 3.41213
6.8 0 0 0.8 3.41213
8.4 0 0 2.4 3.41213
10.8 0 0 2.4 3.41213
13.2 0 0 2.4 3.41213
16.8 0 0 4.8 3.41213
21.6 0 0 4.8 3.41213
26.4 0 0 4.8 3.41213
32 0 0 6.4 3.41213
38.4 0 0 6.4 3.41213
44.8 0 0 6.4 3.41213
54.4 0 0 12.8 3.41213
67.2 0 0 12.8 3.41213
80 0 0 12.8 3.41213
95 0 0 17.2 3.41213
141.8 0 0 76.4 3.41213
230 0 0 100 3.41213
340 0 0 120 3.41213
500 0 0 200 3.41213
END 26.6844008 7.82044576
